ENTRY,NAME,FORMULA
C11234,Difloxacin,C21H19F2N3O3
C11235,Diclobutrazol,C15H19Cl2N3O
C11236,Niguldipine,C36H39N3O6
C11237,17beta-Estradiol 17-(beta-D-glucuronide),C24H32O8
C11238,GF 109203X,C25H24N4O2
C11239,MK 571,C26H27ClN2O3S2
C11240,Rufloxacin,C17H18FN3O3S
C11242,Bacteriochlorophyll a,C55H74MgN4O6
C11243,Bacteriochlorophyll b,C55H72MgN4O6
C11244,Bacterio-chlorophyll c,C44H48MgN4O4R4
C11245,Glucuronosyletoposide,C35H39O19
C11246,6alpha-Glucuronosylhyodeoxycholate,C30H47O10
C11248,DU-6859,C19H18ClF2N3O3
C11249,Cyclohexane,C6H12
C11250,Demecolcine,C21H25NO5
C11251,Cholesteryl palmitate,C43H76O2
C11252,Chloroneb,C8H8Cl2O2
C11253,Cefsulodin,C22H20N4O8S2
C11254,Carminate,C22H20O13
C11255,Carboxin,C12H13NO2S
C11256,Calpeptin,C20H30N2O4
C11257,Calcein AM,C46H46N2O23
C11258,Bitertanol,C20H23N3O2
C11259,Bicozamycin,C12H18N2O7
C11260,"2-Amino-2-methyl-1,3-propandiol",C4H11NO2
C11261,Amitrole,C2H4N4
C11262,5-Azacytidine,C8H12N4O5
C11263,6-Benzylaminopurine,C12H11N5
C11264,7-Hydroxyflavone,C15H10O3
C11265,8-Azaadenosine,C9H12N6O4
C11266,8-Bromoadenosine,C10H12BrN5O4
C11268,Biapenem,C15H18N4O4S
C11269,Virginiamycin S1,C43H49N7O10
C11271,n-Hexane,C6H14
C11272,Fluorobenzene,C6H5F
C11273,Acriflavine,C14H14N3. C13H11N3. Cl
C11274,Tetrachlorosalicylanilide,C13H7Cl4NO2
C11275,Cetyltrimethylammonium bromide,C19H42N. Br
C11276,Nimustine hydrochloride,C9H13ClN6O2. HCl
C11277,Adefovir,C8H12N5O4P
C11278,"Aflatoxin B1exo-8,9-epoxide-GSH",C27H29N3O13S
C11279,Myristyltrimethylaminium bromide,C17H38N. Br
C11280,Dolastatin 10,C42H68N6O6S
C11281,Anisomycin,C14H19NO4
C11282,Azidopine,C27H26F3N5O5
C11283,"2,4-Dinitrophenylhydrazine",C6H6N4O4
C11284,Indolebutyric acid,C12H13NO2
C11285,Tridemorph,C19H39NO
C11288,"16alpha,17beta-Estriol 3-(beta-D-glucuronide)",C24H32O9
C11289,17beta-Estradiol 3-sulfate-17-(beta-D-glucuronide),C24H32O11S
C11290,3-Chlorosalicylanilide,C13H10ClNO2
C11292,N-Acetylleucyl-leucyl-methioninal,C19H35N3O4S
C11293,Etaconazole,C14H15Cl2N3O2
C11295,N-Acetyl-leu-leu-leu-leu-tyr-amide,C35H58N6O7
C11296,N-Acetyl-leu-leu-leu-tyr-amide,C29H47N5O6
C11297,N-Acetyl-leu-leu-tyr-amide,C23H36N4O5
C11298,N-Formyl-norleucyl-leucyl-phenylalanyl-methylester,C23H35N3O5
C11299,Virginiamycin M1,C28H35N3O7
C11300,Soraphen A,C29H44O8
C11301,Sulfoglycolithocholate,C26H42NO7S
C11302,S-Octyl GSH,C18H33N3O6S
C11303,S-Decyl GSH,C20H37N3O6S
C11304,S-(PGA1)-glutathione,C30H49N3O10S
C11305,Triphenyltetrazolium chloride,C19H15N4. Cl
C11306,Acetylleucyl-leucyl-norleucinal,C20H37N3O4
C11307,Cetylpyridinium chloride,C21H38N. Cl. H2O
C11308,Chymostatin,C31H41N7O6
C11309,Calcimycin,C29H37N3O6
C11310,1-Methyl-4-phenylpyridinium,C12H12N
C11311,Oligomycin A,C45H74O11
C11312,Oligomycin B,C45H72O12
C11313,Oligomycin C,C45H74O10
C11314,Oligomycin D,C44H72O11
C11315,S-(4-Azidophenacyl)glutathione,C18H22N6O7S
C11316,Tetraphenylarsonium,C24H20As
C11317,Solutol HS 15,C18H36O3(C2H4O)n
C11318,DAMGO,C26H35N5O6
C11319,"3,5-Dinitrosalicylic acid",C7H4N2O7
C11320,D-Ornithine hydrochloride,C5H12N2O2. HCl
C11321,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,C32H58N2O7S
C11322,"4,5,6,7-Tetrachloro-2-trifluoromethylbenzimidazole",C8HCl4F3N2
C11323,Chromotropic acid,C10H8O8S2
C11324,"6-(3,3-Dimethylallyl)chrysin",C20H18O4
C11325,"8-(3,3-Dimethylallyl)chrysin",C20H18O4
C11326,8-Anilino-1-naphthalene sulfonic acid,C16H13NO3S
C11327,2-Pyridyl hydroxymethane sulfonic acid,C6H7NO4S
C11328,Leucyl-leucyl-norleucine,C18H35N3O4
C11329,N-Acetyl-ala-ala-ala-methylester,C12H21N3O5
C11330,N-Acetyl-leu-leu-tyr,C23H35N3O6
C11331,Leu-leu-tyr,C21H33N3O5
C11332,Leucyl-leucine,C12H24N2O3
C11333,N-Acetyl-leucyl-leucine,C14H26N2O4
C11334,Gentamicin sulfate,C19H37N5O7(R1)(R2). H2SO4
C11335,"N,N,N-Trimethylmethanaminium chloride",C4H12N. Cl
C11336,Mersalyl acid,C13H17HgNO6
C11337,Tetramisole hydrochloride,C11H12N2S. HCl
C11338,Bornyl acetate,C12H20O2
C11339,Antimycin A1,C28H40N2O9
C11340,Antimony potassium tartrate,C8H4O12Sb2. 2K. 3H2O
C11341,N-Acetylphenylalanine beta-naphthyl ester,C21H19NO3
C11342,Oxolinic acid,C13H11NO5
C11343,Salicylhydroxamic acid,C7H7NO3
C11344,Methyl tert-butyl ether,C5H12O
C11345,"1,2,4-Triazole-3-alanine",C5H8N4O2
C11346,"16alpha,17beta-Estriol 17-(beta-D-glucuronide)",C24H32O9
C11347,S-Methyl GSH,C11H19N3O6S
C11348,(S)-1-Phenylethanol,C8H10O
C11349,Amino group donor,
C11350,(+)-trans-alpha-Irone,C14H22O
C11351,N1-Amidinostreptamine 6-phosphate,C7H17N4O7P
C11352,"5,6-Dichloro-1,3-cyclohexadiene",C6H6Cl2
C11353,"2-Hydroxy-3-chloropenta-2,4-dienoate",C5H5ClO3
C11354,"2-Hydroxy-cis-hex-2,4-dienoate",C6H8O3
C11355,4-Amino-4-deoxychorismate,C10H11NO5
C11356,"trans,trans,cis-Geranylgeranyl diphosphate",C20H36O7P2
C11357,(-)-Anabasine,C10H14N2
C11358,D-(-)-Anaferine,C13H24N2O
C11359,(-)-Hygrine,C8H15NO
C11360,(+)-Nornicotine,C9H12N2
C11361,N-Acetylleukotriene E4,C25H39NO6S
C11362,BQ 485,C35H44N6O5
C11363,Sulfobromophthalein,C20H10Br4O10S2
C11365,Irinotecan carboxylate,C33H39N4O7
C11366,SN-38 carboxylate form,C22H21N2O6
C11367,GSH-prostaglandin A1,C30H49N3O10S
C11368,Grepafloxacin,C19H22FN3O3
C11369,Fluo-3,C36H30Cl2N2O13
C11370,N-Ethylmaleimide-S-glutathione,C16H22N4O8S
C11371,Nafenopin,C20H22O3
C11372,ICI D1694,C21H22N4O6S
C11373,Temocaprilat,C21H24N2O5S2
C11374,GW1843,C27H24N4O6
C11375,SN38 glucuronide carboxylate form,C28H29N2O12
C11376,SN38 glucuronide,C28H28N2O11
C11377,"alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein",C25H41N2O19R
C11378,Ubiquinone-10,C59H90O4
C11379,Cinchonidine,C19H22N2O
C11380,Apocynin,C9H10O3
C11381,Benzoyltropein,C15H19NO2
C11382,(+)-3-Carene,C10H16
C11383,(+)-(S)-Carvone,C10H14O
C11384,(S)-(-)-Citronellal,C10H18O
C11385,Globotetraosylceramide,C45H79N2O23R
C11386,(-)-Citronellol,C10H20O
C11387,"(1S,4R)-(+)-Fenchone",C10H16O
C11388,(-)-Linalool,C10H18O
C11389,(+)-Linalool,C10H18O
C11390,(+)-Menthone,C10H18O
C11391,(S)-(+)-alpha-Phellandrene,C10H16
C11392,(-)-beta-Phellandrene,C10H16
C11393,(-)-alpha-Terpineol,C10H18O
C11394,(+)-Chrysanthenone,C10H14O
C11395,"(4R,6R)-cis-Carveol",C10H16O
C11396,"(1R,2R,4R)-Dihydrocarveol",C10H18O
C11397,"(1R,2S,4R)-Neo-dihydrocarveol",C10H18O
C11398,"(1R,4R)-Dihydrocarvone",C10H16O
C11399,"(1S,2S,4R)-Iso-dihydrocarveol",C10H18O
C11400,"(1S,2R,4R)-Neoiso-dihydrocarveol",C10H18O
C11401,"(1S,4R)-Iso-dihydrocarvone",C10H16O
C11402,"(4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",C10H16O2
C11403,"(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",C10H16O2
C11404,(3R)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3
C11405,(3R)-3-Isopropenyl-6-oxoheptanoate,C10H16O3
C11406,(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3
C11407,(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA,C31H50N7O18P3S
C11408,"(4S,6S)-cis-Carveol",C10H16O
C11409,(+)-trans-Carveol,C10H16O
C11410,"(1R,2S,4S)-Neoiso-dihydrocarveol",C10H18O
C11411,"(1R,2R,4S)-Iso-dihydrocarveol",C10H18O
C11412,"(1R,4S)-Iso-dihydrocarvone",C10H16O
C11413,"(1S,2S,4S)-Dihydrocarveol",C10H18O
C11414,"(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",C10H16O2
C11415,"(1S,4S)-Dihydrocarvone",C10H16O
C11416,"(1S,2R,4S)-Neo-dihydrocarveol",C10H18O
C11417,(3S)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3
C11418,"(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",C10H16O2
C11419,(3S)-3-Isopropenyl-6-oxoheptanoate,C10H16O3
C11420,(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3
C11421,(3S)-3-Isopropenyl-6-oxoheptanoyl-CoA,C31H50N7O18P3S
C11422,Phenanthrene,C14H10
C11425,2-Hydroxy-2H-benzo[h]chromene-2-carboxylate,C14H10O4
C11426,cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate,C14H10O4
C11427,1-Hydroxy-2-naphthaldehyde,C11H8O2
C11428,"trans-9(S),10(S)-Dihydrodiolphenanthrene",C14H12O2
C11429,"Phenanthrene-9,10-oxide",C14H10O
C11430,9-Hydroxyphenanthrene,C14H10O
C11431,"Phenanthrene-1,2-oxide",C14H10O
C11432,1-Phenanthrol,C14H10O
C11433,1-Methoxyphenanthrene,C15H12O
C11434,2-C-Methyl-D-erythritol 4-phosphate,C5H13O7P
C11435,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H25N3O14P2
C11436,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H26N3O17P3
C11437,1-Deoxy-D-xylulose 5-phosphate,C5H11O7P
C11438,C-1027 Chromophore,C43H42ClN3O13
C11439,Formyl-L-methionyl peptide,C12H17N4O6SR3
C11440,Methionyl peptide,C11H17N4O5SR3
C11441,Deshydroxy-C-1027 chromophore,C43H42ClN3O12
C11442,Aromatized C-1027 chromophore,C43H44ClN3O13
C11443,Aromatized deshydroxy-C-1027 chromophore,C43H44ClN3O12
C11445,"4-(1,2-Epoxyethyl)-8,9-epoxy-enediyne",C14H8O2
C11446,"4-Dihydroxyethyl-8,9-epoxy-enediyne",C14H10O3
C11447,"dTDP-4-dimethylamino-4,6-dideoxy-5-C-methyl-D-allose",C19H33N3O14P2
C11448,"3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carbonyl-CoA",C32H43N8O20P3S
C11449,"(S)-3-Chloro-4,5-dihydroxy-beta-phenylalanyl-[pcp]",C9H9ClNO3SR
C11453,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate",C5H12O9P2
C11455,"4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",C29H46O
C11456,"cis-3-(1-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",C9H12O4
C11457,3-(3-Hydroxyphenyl)propanoic acid,C9H10O3
C11460,dTDP-4-oxo-5-C-methyl-L-rhamnose,C17H26N2O15P2
C11461,"dTDP-4-amino-4,6-dideoxy-5-C-methyl-D-allose",C17H29N3O14P2
C11462,3-Hydroxy-L-tyrosyl-AMP,C19H23N6O10P
C11465,"3,5-Dihydroxyanthranilate",C7H7NO4
C11466,5-Methoxy-3-hydroxyanthranilate,C8H9NO4
C11467,N-Pyruvoyl-5-methoxy-3-hydroxyanthranilate,C11H11NO6
C11468,"3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylic acid",C11H9NO5
C11469,Calicheamicin gamma(1)I,C55H74IN3O21S4
C11471,Dynemicin A,C30H19NO9
C11472,"D-glycero-beta-D-manno-Heptose 1,7-bisphosphate",C7H16O13P2
C11473,Thiocyclam,C5H11NS3
C11474,Nereistoxin,C5H11NS2
C11475,DNA containing guanine,C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n
C11476,L-Arabinose,C5H10O5
C11477,Sugar,
C11478,tRNA containing 5-(aminomethyl)-2-thiouridine,C10H16N3O8PS(C5H8O6PR)n(C5H8O6PR)n
C11480,"2-Methyl-6-oxohepta-2,4-dienal",C8H10O2
C11481,HSO3-,HSO3
C11482,Holo-Lys2,HSR
C11483,MEGA,C19H23N3O2
C11484,GA,C17H19N3O2
C11485,LY201116,C15H16N2O
C11486,NAC,C17H18N2O2
C11487,EPA,C10H13NO
C11488,HMMF,C3H7NO2
C11489,NMF,C2H5NO
C11490,AMCC,C7H12N2O4S
C11491,NOP,C13H12O3
C11492,NOPM,C14H14O3
C11493,Carfentrazone,C13H10Cl2F3N3O3
C11494,Methyl 2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluate,C16H20N2O3
C11495,Methyl 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluate,C16H20N2O3
C11496,(R)-2-Hydroxypropyl-CoM,C5H12O4S2
C11497,2-Oxopropyl-CoM,C5H10O4S2
C11498,(S)-2-Hydroxypropyl-CoM,C5H12O4S2
C11499,(S)-3-Sulfolactate,C3H6O6S
C11500,5'-Dehydroadenosine,C10H11N5O4
C11501,9-Riburonosyladenine,C10H11N5O5
C11502,Mycothione,C34H58N4O24S2
C11503,3-Hydroxy-1H-quinolin-4-one,C9H7NO2
C11504,3-Hydroxy-2-methyl-1H-quinolin-4-one,C10H9NO2
C11505,Propylene,C3H6
C11506,"(2R)-1,2-Epoxypropane",C3H6O
C11507,"(S)-1,2-Epoxypropane",C3H6O
C11508,"4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol",C29H46O
C11509,3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde,C29H48O2
C11510,"2,4.6-Trichloroanisole",C7H5Cl3O
C11511,threo-3-Hydroxy-L-aspartate,C4H7NO5
C11512,Methyl jasmonate,C13H20O3
C11513,(24R)-24-Methylcycloart-25-en-3-beta-ol,C31H52O
C11514,(E)-3-(Methoxycarbonyl)pent-2-enedioate,C7H8O6
C11515,(E)-2-(Methoxycarbonylmethyl)butenedioate,C7H8O6
C11516,2-(alpha-D-Mannosyl)-3-phosphoglycerate,C9H17O12P
C11519,N-Cyclohexylformamide,C7H13NO
C11520,Cyclohexyl isocyanide,C7H11N
C11521,UDP-6-sulfoquinovose,C15H24N2O19P2S
C11522,24-Methylenelophenol,C29H48O
C11523,24-Ethylidenelophenol,C30H50O
C11524,Diphospho-myo-inositol polyphosphate,
C11525,myo-Inositol polyphosphate,
C11526,5-PP-InsP5,C6H19O27P7
C11527,4-Hydroxymandelate,C8H8O4
C11529,N-Carbamoyl-L-amino acid,C3H5N2O3R
C11531,6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranoside,C11H19O10R
C11535,6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranose,C11H20O10
C11536,(2R)-O-Phospho-3-sulfolactate,C3H7O9PS
C11537,(2R)-3-Sulfolactate,C3H6O6S
C11538,Cobalt-sirohydrochlorin,C42H44CoN4O16
C11539,Cobalt-precorrin 3,C43H48CoN4O16
C11540,Cobalt-precorrin 4,C44H50CoN4O16
C11541,Cobalt-precorrin 5,C45H53CoN4O16
C11542,Cobalt-precorrin 6,C44H53CoN4O16
C11543,Cobalt-dihydro-precorrin 6,C44H55CoN4O16
C11544,2-O-(alpha-D-Mannosyl)-D-glycerate,C9H16O9
C11545,Cobalt-precorrin 8,C45H59CoN4O14
C11546,2-O-(alpha-D-Glucopyranosyl)glycerol,C9H18O8
C11547,3-(Acyloxy)acyl group of bacterial toxin,C54H89N2O25P2R7
C11548,3-Hydroxyacyl group of bacterial toxin,C52H91N2O23P2R5
C11549,Poly[(R)-3-hydroxyoctanoate]n,(C8H14O2)n
C11550,Poly[(R)-3-hydroxyoctanoate]x,(C8H14O2)x
C11551,Poly[(R)-3-hydroxybutanoate]n-x,(C4H6O2)n
C11552,Poly[(R)-3-hydroxybutanoate]x,(C4H6O2)x
C11553,[Heparan sulfate]-glucosamine 3-sulfate,C12H16NO14SR2(R1)3
C11554,"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate",C11H19O19P3R2
C11555,"1D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4
C11556,"1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate",C11H19O19P3R2
C11557,1-Phosphatidyl-1D-myo-inositol 5-phosphate,C11H18O16P2R2
C11560,"1-Carbazol-9-yl-3-(3,5-dimethylpyrazol-1-yl)-propan-2-ol",C20H21N3O
C11561,"2-(4-Chloro-3,5-dimethylphenoxy)-N-(2-phenyl-2H-benzotriazol-5-yl)-acetamide",C22H19ClN4O2
C11562,"N-[2-(4-Chloro-phenyl)-acetyl]-N'-(4,7-dimethyl-quinazolin-2-yl)-guanidine",C19H18ClN5O
C11563,"1-Benzyl-7,8-dimethoxy-3-phenyl-3H-pyrazolo[3,4-c]isoquinoline",C25H21N3O2
C11564,N-(3-Benzooxazol-2-yl-4-hydroxy-phenyl)-2-p-tolyloxyacetamide,C22H18N2O4
C11565,"8-Allyl-2-phenyl-8H-1,3a,8-triaza-cyclopenta[a]indene",C18H15N3
C11566,"3-(4-Chloro-benzyl)-5-(2-methoxy-phenyl)-[1,2,4]oxadiazole",C16H13ClN2O2
C11567,"2-Phenethylsulfanyl-5,6,7,8-tetrahydro-benzo[4,5]thieno[2,3-d]pyrimidin-4-ylamine",C18H19N3S2
C11568,"(5,12,13-Triaza-indeno[1,2-b]anthracen-13-yl)-acetic acid ethyl ester",C22H17N3O2
C11569,"2,2'-(1-Phenyl-1H-1,2,4-triazole-3,5-diyl)bis-phenol",C20H15N3O2
C11570,"2-(2-Chloro-phenyl)-5-(5-methylthiophen-2-yl)-[1,3,4]oxadiazole",C13H9ClN2OS
C11571,"2-p-Tolyl-5,6,7,8-tetrahydrobenzo[d]imidazo[2,1-b]thiazole",C16H16N2S
C11572,Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine,C21H32N5O13R3
C11573,"6,8-Di-(3,3-dimethylallyl)chrysin",C25H26O4
C11574,6-Geranylchrysin,C25H26O4
C11575,8-Geranylchrysin,C25H26O4
C11576,"6-(3,3-Dimethylallyl)galangin",C20H18O5
C11577,3-Methylgalangin,C16H12O5
C11578,"8-(3,3-Dimethylallyl)-3-methylgalangin",C21H20O5
C11579,"8-(1,1-Dimethylallyl)-3-methylgalangin",C21H20O5
C11580,"8-(1,1-Dimethylallyl)kaempferide",C21H20O6
C11581,"8-(1,1-Dimethylallyl)galangin",C20H18O5
C11582,2-Chlorophenylhydrazine hydrochloride,C6H7ClN2. HCl
C11583,4-Glutathionyl cyclophosphamide,C17H30Cl2N5O8PS
C11584,4-Methylumbelliferone glucuronide,C16H16O9
C11585,4-Methylumbelliferone sulfate,C10H8O6S
C11586,alpha-Naphthyl-beta-D-glucuronide,C16H16O7
C11587,BQ 123,C31H42N6O7
C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",C9H12O4
C11589,BQ 518,C32H38N6O7S
C11590,Beauvericin,C45H57N3O9
C11591,DIDS,C16H10N2O6S4
C11592,Diethyl pyrocarbonate,C6H10O5
C11593,E3040,C16H17N3OS
C11594,E3040 sulfate,C16H17N3O4S2
C11595,E3040 glucuronide,C22H25N3O7S
C11596,FMLP,C21H31N3O5S
C11597,Grepafloxacin glucuronide,C25H30FN3O9
C11598,Hydroxylamine hydrochloride,HCl. NH3O
C11599,IAARh123,C28H19IN5O5
C11600,IACI,C26H27IN6O3
C11601,LDS-751,C21H23N2S. O4Cl
C11602,"MC-207,110",C25H30N6O2
C11603,Monochloro-monoglutathionyl melphalan,C23H34ClN5O8S
C11604,N-tert-Butyloxycarbonyl-deacetyl-leupeptin,C23H44N6O5
C11605,NAc-DNP-Cys,C11H11N3O7S
C11606,NAc-FnorLRF-amide,C32H46N8O5
C11607,N-Acetyl-leu-leu-leu-leu-leu-tyr-amide,C41H69N7O8
C11608,Nafenopin glucuronide,C26H30O9
C11609,Nigericin,C40H68O11
C11610,Pepsinostreptin,C33H61N5O9
C11611,Phenyl beta-D-glucopyranoside,C12H16O6
C11612,Polymyxin B,C55H95N16O13R
C11613,Polymyxin B sulfate,C55H95N16O13R. xH2SO4
C11615,Pristinamycin IA,C45H54N8O10
C11616,Pristinamycin IB,C44H52N8O10
C11617,Pristinamycin IC,C44H52N8O10
C11618,Puromycin dihydrochloride,C22H29N7O5. 2HCl
C11619,Spectinomycin dihydrochloride,C14H24N2O7. 2HCl
C11620,Syringetin,C17H14O8
C11621,Tectochrysin,C16H12O4
C11622,Tetramethylrosamine,C24H24ClN2O
C11623,Triton X-100,C14H22O(C2H4O)n
C11624,Tween 20,C18H34O6(C2H4O)z(C2H4O)y(C2H4O)x(C2H4O)w
C11625,Tween 80,C24H44O6(C2H4O)w(C2H4O)z(C2H4O)y(C2H4O)x
C11626,Vinblastine sulfate,C46H58N4O9. H2SO4
C11627,ortho-Vanadate,VO4
C11628,p-Aminobenzamidine dihydrochloride,C7H9N3. 2HCl
C11629,omega-Carboxy-N-acetyl-LTE4,C25H37NO8S
C11630,"15,16-Dihydrobiliverdin",C33H36N4O6
C11631,9-Riburonosylhypoxanthine,C10H10N4O6
C11632,Polyneuridine aldehyde,C21H22N2O3
C11633,16-Epivellosimine,C19H20N2O
C11634,Vellosimine,C19H20N2O
C11635,10-Deoxysarpagine,C19H22N2O
C11636,7-Deoxyloganate,C16H24O9
C11637,"3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate",C24H38O4
C11638,3-Amino-2-oxopropyl phosphate,C3H8NO5P
C11639,Geniposide pentaacetate,C27H34O15
C11640,Patrinoside,C21H34O11
C11641,"3',4'-Anhydrovinblastine",C46H56N4O8
C11642,19-Hydroxytabersonine,C21H24N2O3
C11643,16-Hydroxytabersonine,C21H24N2O3
C11644,Lamiide,C17H26O12
C11645,Lamioside,C18H28O11
C11646,Deoxyloganin tetraacetate,C25H34O13
C11647,Deoxyloganic acid tetraacetate,C24H32O13
C11648,8-Epideoxyloganin,C17H26O9
C11649,8-Epideoxyloganic acid,C16H24O9
C11650,8-Epideoxyloganin tetraacetate,C25H34O13
C11651,8-Epiiridodial,C10H16O2
C11652,8-Epiiridotrial glucoside,C16H24O8
C11653,Iridotrial glucoside,C16H24O8
C11654,Tarennoside,C16H22O9
C11655,Asperuloside tetraacetate,C26H30O15
C11656,8-Epiiridodial glucoside,C16H26O7
C11657,Iridodial glucoside tetraacetate,C24H34O11
C11658,8-Epiiridodial glucoside tetraacetate,C24H34O11
C11659,10-Hydroxyloganin,C17H26O11
C11660,10-Hydroxymorroniside,C17H26O12
C11661,7-Epiloganic acid,C16H24O10
C11662,7-Epiloganin tetraacetate,C25H34O14
C11663,Loganin pentaacetate,C27H36O15
C11664,10-Deoxygeniposide tetraacetate,C25H32O13
C11665,7-Deoxygardoside metyl ester tetraacetate,C25H32O13
C11666,11-Hydroxyiridodial glucoside pentaacetate,C26H36O13
C11667,8-epi-11-Hydroxyiridodial glucoside pentaacetate,C26H36O13
C11668,7-Dehydrologanin tetraacetate,C25H32O14
C11669,Deutzioside pentaacetate,C25H32O14
C11670,Iridodial glucoside,C16H26O7
C11671,Deutzioside,C15H22O9
C11672,10-Deoxygeniposidic acid,C16H22O9
C11673,Geniposidic acid,C16H22O10
C11674,Secogalioside,C17H24O12
C11675,16-Methoxytabersonine,C22H26N2O3
C11676,Lochnericine,C21H24N2O3
C11677,Horhammericine,C21H24N2O4
C11678,Dialdehyde,C21H24N2O4
C11679,"4,21-Dehydrocorynantheine aldehyde",C21H23N2O3
C11680,Cathenamine,C21H22N2O3
C11681,19-epi-Cathenamine,C21H22N2O3
C11682,Tetrahydroalstonine,C21H24N2O3
C11683,19-epi-Ajmalicine,C21H24N2O3
C11684,MET-enkephalin,C27H35N5O7S
C11685,Clorgyline,C13H15Cl2NO
C11686,Uracil mustard,C8H11Cl2N3O2
C11687,Aziridine,C2H5N
C11688,Asperlicin,C31H29N5O4
C11689,Curacin A,C23H35NOS
C11690,Epibatidine,C11H13ClN2
C11691,Stemmadenine,C21H26N2O3
C11692,Tetrodotoxin,C11H17N3O8
C11694,Quinoline-3-carboxamides,C21H14FN3O2
C11695,Anandamide,C22H37NO2
C11696,Practolol,C14H22N2O3
C11697,Levcromakalim,C16H18N2O3
C11698,UH-301,C16H24FNO
C11699,Glenvastatin,C27H26FNO3
C11700,10-Deacetylbaccatin III,C29H36O10
C11701,UK-47265,C13H12Cl2N6O
C11702,Tienilic acid,C13H8Cl2O4S
C11703,L-Isoprenaline,C11H17NO3
C11704,DuP 697,C17H12BrFO2S2
C11705,SC-58125,C17H12F4N2O2S
C11706,SC-57666,C18H17FO2S
C11707,Pronethalol,C15H19NO
C11708,Sultopride,C17H26N2O4S
C11709,DU 122290,C19H26N2O3S
C11710,Devazepide,C25H20N4O2
C11711,Succinylproline,C9H13NO5
C11712,Teprotide,C53H76N14O12
C11713,2-Naphthol,C10H8O
C11714,1-Naphthol,C10H8O
C11715,Lucanthone,C20H24N2OS
C11716,Mirasan,C13H21ClN2
C11717,D1927,C21H36N4O5S
C11718,L791456,C18H15ClN2O2S
C11719,L787257,C17H13ClN2O2S
C11720,Enalaprilat,C18H24N2O5
C11721,Candoxatrilat,C20H33NO7
C11723,Hexobarbitone,C12H16N2O3
C11724,Cycloguanil pamoate,C23H16O6. (C11H14ClN5)2
C11725,Avizafone,C22H27ClN4O3
C11726,Chloramphenicol palmitate,C27H42Cl2N2O6
C11727,Chloramphenicol succinate,C15H16Cl2N2O8
C11728,Clindamycin phosphate,C18H34ClN2O8PS
C11729,Hetacillin,C19H23N3O4S
C11730,Temoporfin,C44H32N4O4
C11731,m-Chlorobenzamide,C7H6ClNO
C11732,Diethyl phenyl phosphate,C10H15O4P
C11733,Decamethonium,C16H38N2
C11734,Altanserin,C22H22FN3O2S
C11735,N-Ethylglycine,C4H9NO2
C11736,5-Fluorodeoxyuridine,C9H11FN2O5
C11737,CB3717,C24H23N5O6
C11738,m-Chlorophenylpiperazine,C10H13ClN2
C11739,SB 200646,C15H14N4O
C11740,SB 206553,C17H16N4O
C11741,SB 221284,C16H14F3N3OS
C11742,SB 228357,C22H17F4N3O2
C11743,SB 243213,C22H19F3N4O2
C11744,Salvarsan,C12H12As2N2O2. 2HCl
C11745,Succinyl sulfathiazole,C13H13N3O5S2
C11746,Penillic acid,C9H11N2O4SR
C11747,Penicillenic acid,C9H12N2O4S
C11748,Flucloxacillin,C19H17ClFN3O5S
