"Gene ID","Organism","Genomic Location (Gene)","Product Description","Gene Name or Symbol","Entrez Gene ID","UniProt ID(s)"
"AAEL019670","Aedes aegypti LVP_AGWG","AaegL5_1:147,391,183..147,405,278(-)","unspecified product","N/A","5575290","A0A1S4FU43,Q16P62,Q1DH36"
"AAEL019671","Aedes aegypti LVP_AGWG","AaegL5_3:12,063,113..12,356,686(-)","unspecified product","N/A","5564326","A0A0P6IVB4,Q17NT4"
"AAEL019672","Aedes aegypti LVP_AGWG","AaegL5_1:161,164,971..161,491,799(+)","unspecified product","N/A","5576867","A0T2W4,Q16KW5"
"AAEL019673","Aedes aegypti LVP_AGWG","AaegL5_3:211,544,887..211,715,020(+)","unspecified product","N/A","5572136","N/A"
"AAEL019674","Aedes aegypti LVP_AGWG","AaegL5_2:117,495,886..118,056,068(+)","unspecified product","N/A","5564449","Q17DC1,Q17DC2"
"AAEL019675","Aedes aegypti LVP_AGWG","AaegL5_3:296,895,228..296,896,916(-)","pickpocket 314","ppk314","110679504","Q16L59"
"AAEL019676","Aedes aegypti LVP_AGWG","AaegL5_3:296,876,337..296,891,140(-)","pickpocket 313","ppk313","5576775","Q16IR2,Q16L59"
"AAEL019677","Aedes aegypti LVP_AGWG","AaegL5_3:340,182,431..340,236,042(+)","unspecified product","N/A","5577752","N/A"
"AAEL019678","Aedes aegypti LVP_AGWG","AaegL5_2:174,359,042..174,377,560(+)","unspecified product","N/A","5566007","A0A1S4F9J4,Q17B30"
"AAEL019679","Aedes aegypti LVP_AGWG","AaegL5_2:174,358,955..174,365,657(+)","unspecified product","N/A","5566033","N/A"
"AAEL019680","Aedes aegypti LVP_AGWG","AaegL5_2:354,829,904..354,923,285(-)","unspecified product","N/A","5563772","N/A"
"AAEL019681","Aedes aegypti LVP_AGWG","AaegL5_2:95,756,309..95,962,153(+)","unspecified product","N/A","5574903","A0A0P6IVH7,A0A0P6JSS2,Q16PW0"
"AAEL019682","Aedes aegypti LVP_AGWG","AaegL5_3:262,863,248..263,217,145(+)","unspecified product","N/A","5571120","N/A"
"AAEL019683","Aedes aegypti LVP_AGWG","AaegL5_3:40,896,120..41,132,911(-)","unspecified product","N/A","5570551","N/A"
"AAEL019684","Aedes aegypti LVP_AGWG","AaegL5_1:291,382,336..291,384,589(+)","unspecified product","N/A","23687557","J9HS94"
"AAEL019685","Aedes aegypti LVP_AGWG","AaegL5_1:291,249,131..291,419,804(+)","unspecified product","N/A","5577645","N/A"
"AAEL019686","Aedes aegypti LVP_AGWG","AaegL5_1:307,903,329..308,035,484(+)","unspecified product","N/A","5564410","N/A"
"AAEL019688","Aedes aegypti LVP_AGWG","AaegL5_3:220,318,519..220,480,304(-)","unspecified product","N/A","5579828","Q178M2,Q17FC8"
"AAEL019689","Aedes aegypti LVP_AGWG","AaegL5_2:460,501,385..460,566,419(+)","unspecified product","N/A","5569699","N/A"
"AAEL019690","Aedes aegypti LVP_AGWG","AaegL5_2:340,744,643..340,951,995(-)","unspecified product","N/A","5573096","N/A"
"AAEL019691","Aedes aegypti LVP_AGWG","AaegL5_2:238,165,045..238,335,549(+)","Short neuropeptide F [Source:UniProtKB/Swiss-Prot;Acc:A0SIX6]","sNPF","5580248","A0SIX6,A0SIX6-1"
"AAEL019692","Aedes aegypti LVP_AGWG","AaegL5_2:177,811,626..178,082,374(+)","unspecified product","N/A","5571331","Q16X76"
"AAEL019693","Aedes aegypti LVP_AGWG","AaegL5_3:403,504,358..403,612,316(-)","unspecified product","N/A","5564113","Q17DQ1"
"AAEL019694","Aedes aegypti LVP_AGWG","AaegL5_2:104,248,661..104,520,595(-)","unspecified product","N/A","5576845","N/A"
"AAEL019695","Aedes aegypti LVP_AGWG","AaegL5_2:104,422,523..104,424,233(-)","unspecified product","N/A","5577056","Q16KI8,Q16KI9,Q16KJ1"
"AAEL019696","Aedes aegypti LVP_AGWG","AaegL5_1:255,693,769..255,883,205(-)","unspecified product","N/A","5576356","A0A1S4F317,Q17GW3"
"AAEL019697","Aedes aegypti LVP_AGWG","AaegL5_3:241,156,042..241,691,452(+)","unspecified product","N/A","5568400","N/A"
"AAEL019698","Aedes aegypti LVP_AGWG","AaegL5_3:224,118,482..224,146,249(+)","unspecified product","N/A","5572126","Q16VK4,Q16VK5"
"AAEL019699","Aedes aegypti LVP_AGWG","AaegL5_3:256,463,427..256,500,564(-)","unspecified product","N/A","5575320","Q17HR0,Q17HR1"
"AAEL019700","Aedes aegypti LVP_AGWG","AaegL5_1:220,216,054..220,394,678(+)","unspecified product","N/A","5579206,5579206","N/A"
"AAEL019701","Aedes aegypti LVP_AGWG","AaegL5_3:177,281,372..177,381,608(+)","unspecified product","N/A","5573594","Q17J68"
"AAEL019702","Aedes aegypti LVP_AGWG","AaegL5_2:253,860,196..254,480,142(-)","unspecified product","N/A","5577413","Q17G69"
"AAEL019703","Aedes aegypti LVP_AGWG","AaegL5_3:377,435,370..378,355,509(-)","unspecified product","N/A","5567482","N/A"
"AAEL019704","Aedes aegypti LVP_AGWG","AaegL5_3:240,198,651..240,319,643(+)","unspecified product","N/A","5568380","A0A1S4FER6,Q174W8"
"AAEL019705","Aedes aegypti LVP_AGWG","AaegL5_2:61,767,714..61,951,247(+)","unspecified product","N/A","5578232","N/A"
"AAEL019706","Aedes aegypti LVP_AGWG","AaegL5_1:244,333,679..245,051,743(+)","unspecified product","N/A","5566409","Q17A91,Q17J08"
"AAEL019707","Aedes aegypti LVP_AGWG","AaegL5_3:407,260,065..407,353,863(+)","unspecified product","N/A","5569133","A0A0P6IUN0,Q171D8,Q172G6"
"AAEL019708","Aedes aegypti LVP_AGWG","AaegL5_2:443,363,899..443,534,143(-)","unspecified product","N/A","5572076","Q17KC9"
"AAEL019709","Aedes aegypti LVP_AGWG","AaegL5_2:106,011,434..106,666,963(-)","unspecified product","N/A","5575250","Q16KD0,Q16KD1,Q16KD4,Q16PA0,Q16PA1"
"AAEL019710","Aedes aegypti LVP_AGWG","AaegL5_3:216,713,419..217,519,443(-)","unspecified product","N/A","5568022","Q175Z9,Q176A2"
"AAEL019711","Aedes aegypti LVP_AGWG","AaegL5_2:396,337,898..396,573,304(+)","unspecified product","N/A","5572902","N/A"
"AAEL019712","Aedes aegypti LVP_AGWG","AaegL5_2:124,988,553..125,233,592(-)","unspecified product","N/A","5577077","Q0IE98,Q0IE99,Q16LU2"
"AAEL019713","Aedes aegypti LVP_AGWG","AaegL5_3:409,388,498..409,409,374(+)","unspecified product","N/A","5573218","Q0IEJ2"
"AAEL019714","Aedes aegypti LVP_AGWG","AaegL5_2:345,728,216..345,823,316(-)","unspecified product","N/A","5569031","N/A"
"AAEL019715","Aedes aegypti LVP_AGWG","AaegL5_2:351,507,742..351,587,978(-)","unspecified product","N/A","5569849","Q170D4,Q170D5"
"AAEL019716","Aedes aegypti LVP_AGWG","AaegL5_3:64,425,951..64,592,823(-)","unspecified product","N/A","5564518","N/A"
"AAEL019717","Aedes aegypti LVP_AGWG","AaegL5_3:51,592,106..51,630,214(-)","Mitochondrial phosphate carrier protein [Source:UniProtKB/TrEMBL;Acc:Q1HQX9]","N/A","5574515","Q0IEF2,Q16QS2,Q1HQX9"
"AAEL019718","Aedes aegypti LVP_AGWG","AaegL5_2:472,337,199..472,338,232(-)","unspecified product","N/A","110673978,5567338,5567338","Q177W2"
"AAEL019719","Aedes aegypti LVP_AGWG","AaegL5_2:472,327,700..472,328,389(-)","unspecified product","N/A","110673978,110673978,5567338","Q177W2"
"AAEL019720","Aedes aegypti LVP_AGWG","AaegL5_2:212,810,924..212,934,492(+)","unspecified product","N/A","5576979","N/A"
"AAEL019721","Aedes aegypti LVP_AGWG","AaegL5_3:33,848,751..34,093,840(+)","unspecified product","N/A","5577684","N/A"
"AAEL019722","Aedes aegypti LVP_AGWG","AaegL5_2:347,629,209..347,644,549(-)","unspecified product","N/A","5575209","A0A1S4FUD4,Q16FR5"
"AAEL019723","Aedes aegypti LVP_AGWG","AaegL5_2:134,622,352..134,732,382(+)","unspecified product","N/A","5569164","N/A"
"AAEL019724","Aedes aegypti LVP_AGWG","AaegL5_3:332,663,653..332,840,075(+)","unspecified product","N/A","5567222","Q17MV1,Q17MV2"
"AAEL019725","Aedes aegypti LVP_AGWG","AaegL5_2:166,543,723..166,648,409(-)","unspecified product","N/A","5567317","Q1XAU2"
"AAEL019726","Aedes aegypti LVP_AGWG","AaegL5_2:31,586,446..32,566,652(-)","unspecified product","N/A","5574086","N/A"
"AAEL019727","Aedes aegypti LVP_AGWG","AaegL5_1:290,196,905..290,230,918(+)","unspecified product","N/A","5569692","Q170Q6"
"AAEL019728","Aedes aegypti LVP_AGWG","AaegL5_3:401,269,364..401,403,243(-)","suppressor of cytokine signaling","SOCS","5576330","N/A"
"AAEL019729","Aedes aegypti LVP_AGWG","AaegL5_3:349,651,744..349,653,890(-)","unspecified product","N/A","5578109","A0A1S4F4P0,Q17FE5"
"AAEL019730","Aedes aegypti LVP_AGWG","AaegL5_3:349,656,138..349,659,142(-)","unspecified product","N/A","110678635","A0A1S4F4P0,Q17FE5"
"AAEL019731","Aedes aegypti LVP_AGWG","AaegL5_2:83,313,463..83,587,401(+)","unspecified product","N/A","5568326","N/A"
"AAEL019732","Aedes aegypti LVP_AGWG","AaegL5_3:169,480,204..169,547,461(-)","unspecified product","N/A","5579940","N/A"
"AAEL019733","Aedes aegypti LVP_AGWG","AaegL5_1:30,501,291..31,129,089(+)","unspecified product","N/A","5573415","N/A"
"AAEL019734","Aedes aegypti LVP_AGWG","AaegL5_1:200,150,987..200,180,003(-)","unspecified product","N/A","110681298","Q16W69"
"AAEL019735","Aedes aegypti LVP_AGWG","AaegL5_1:47,394,171..47,404,102(-)","unspecified product","N/A","5566769","Q0IFF3"
"AAEL019736","Aedes aegypti LVP_AGWG","AaegL5_1:47,399,485..47,402,036(-)","unspecified product","N/A","110676674","N/A"
"AAEL019737","Aedes aegypti LVP_AGWG","AaegL5_1:5,535,034..5,717,003(+)","unspecified product","N/A","23687408","N/A"
"AAEL019738","Aedes aegypti LVP_AGWG","AaegL5_3:113,782,784..113,908,703(+)","unspecified product","N/A","5574821","N/A"
"AAEL019739","Aedes aegypti LVP_AGWG","AaegL5_3:200,745,213..201,097,745(-)","unspecified product","N/A","5568213","A0A0P6IXE5,A0A1S4FVV3,Q16MB9,Q175I9"
"AAEL019740","Aedes aegypti LVP_AGWG","AaegL5_2:115,534,084..115,595,192(-)","unspecified product","N/A","5565534","N/A"
"AAEL019741","Aedes aegypti LVP_AGWG","AaegL5_3:167,823,857..168,056,758(-)","unspecified product","N/A","5574135","A0A1S4FS40,Q16RH9"
"AAEL019742","Aedes aegypti LVP_AGWG","AaegL5_2:66,105,952..66,126,062(-)","unspecified product","N/A","5567141","N/A"
"AAEL019743","Aedes aegypti LVP_AGWG","AaegL5_3:35,353,755..35,839,213(+)","unspecified product","N/A","5572262","N/A"
"AAEL019744","Aedes aegypti LVP_AGWG","AaegL5_2:344,160,792..344,465,384(+)","unspecified product","N/A","5569051","Q16FZ6,Q171P4,Q172L9"
"AAEL019745","Aedes aegypti LVP_AGWG","AaegL5_2:172,058,697..172,067,884(+)","unspecified product","N/A","N/A","Q16EW6"
"AAEL019746","Aedes aegypti LVP_AGWG","AaegL5_2:91,888,009..92,240,517(+)","unspecified product","N/A","5578974","A0A0P6J0P4,Q16F91,Q16HP6,Q16U54"
"AAEL019747","Aedes aegypti LVP_AGWG","AaegL5_1:123,282,650..123,294,166(+)","unspecified product","N/A","5576300","A0A0P6J5P1,Q16M17,Q177M7"
"AAEL019748","Aedes aegypti LVP_AGWG","AaegL5_2:274,208,553..274,229,902(-)","unspecified product","N/A","5570433","A0A0P6J696,Q16Z33,Q17CS7"
"AAEL019749","Aedes aegypti LVP_AGWG","AaegL5_2:399,816,710..399,819,597(-)","unspecified product","N/A","23687831","J9EBL2"
"AAEL019750","Aedes aegypti LVP_AGWG","AaegL5_2:399,820,479..399,828,036(-)","unspecified product","N/A","110676973","N/A"
"AAEL019751","Aedes aegypti LVP_AGWG","AaegL5_3:260,975,115..261,049,411(+)","unspecified product","N/A","5571127","N/A"
"AAEL019752","Aedes aegypti LVP_AGWG","AaegL5_1:224,829,885..225,401,244(-)","unspecified product","N/A","5567609","Q177B3"
"AAEL019753","Aedes aegypti LVP_AGWG","AaegL5_2:429,681,802..429,705,287(+)","unspecified product","N/A","5573939","N/A"
"AAEL019754","Aedes aegypti LVP_AGWG","AaegL5_3:152,883,540..152,980,225(-)","unspecified product","N/A","5577945","N/A"
"AAEL019755","Aedes aegypti LVP_AGWG","AaegL5_3:52,263,928..53,363,963(+)","unspecified product","N/A","5576021","N/A"
"AAEL019756","Aedes aegypti LVP_AGWG","AaegL5_3:303,681,419..303,806,892(-)","unspecified product","N/A","5572716","A0A1S4G0T3,A0A1S4G3X7,A0A1S4G6V8,J9HZD2,Q16EG7,Q16HW0,Q16U84"
"AAEL019757","Aedes aegypti LVP_AGWG","AaegL5_2:66,524,583..66,948,874(-)","unspecified product","N/A","5567138","A0A411JKA8,B3FN73"
"AAEL019758","Aedes aegypti LVP_AGWG","AaegL5_3:127,239,004..127,305,706(-)","unspecified product","N/A","5569285","Q171U1"
"AAEL019759","Aedes aegypti LVP_AGWG","AaegL5_2:16,966,602..16,967,256(-)","unspecified product","N/A","110675354","Q16HB1"
"AAEL019760","Aedes aegypti LVP_AGWG","AaegL5_2:16,994,755..17,003,622(-)","unspecified product","N/A","110676452","N/A"
"AAEL019761","Aedes aegypti LVP_AGWG","AaegL5_2:17,004,349..17,030,195(-)","unspecified product","N/A","5563734","N/A"
"AAEL019762","Aedes aegypti LVP_AGWG","AaegL5_2:421,089,050..421,327,347(-)","unspecified product","N/A","5579502","Q1DH38"
"AAEL019763","Aedes aegypti LVP_AGWG","AaegL5_2:421,158,783..421,170,950(-)","unspecified product","N/A","5568797","A0A1S4FFK7,Q173I2"
"AAEL019764","Aedes aegypti LVP_AGWG","AaegL5_2:463,984,317..464,068,391(-)","unspecified product","N/A","5568189","Q175K9"
"AAEL019765","Aedes aegypti LVP_AGWG","AaegL5_3:145,359,820..145,731,428(-)","unspecified product","N/A","5575987","Q17H87"
"AAEL019766","Aedes aegypti LVP_AGWG","AaegL5_3:86,037,281..86,791,700(+)","unspecified product","N/A","5564275","A0A1S4G1I5,J9HTW9,Q16GI0"
"AAEL019767","Aedes aegypti LVP_AGWG","AaegL5_1:188,818,511..188,877,430(+)","unspecified product","N/A","110679707","N/A"
"AAEL019768","Aedes aegypti LVP_AGWG","AaegL5_1:188,877,549..188,890,577(+)","unspecified product","N/A","5578693","Q17EX5"
"AAEL019769","Aedes aegypti LVP_AGWG","AaegL5_3:107,340,609..107,352,866(-)","unspecified product","N/A","5575013","Q16PQ3,Q16ZQ0"
"AAEL019770","Aedes aegypti LVP_AGWG","AaegL5_3:402,562,511..403,020,641(-)","unspecified product","N/A","5564119","N/A"
"AAEL019771","Aedes aegypti LVP_AGWG","AaegL5_2:242,497,295..243,109,904(+)","unspecified product","N/A","5575438","A0A1S4F2C0,Q17HL9"
"AAEL019772","Aedes aegypti LVP_AGWG","AaegL5_2:238,833,556..239,489,711(-)","unspecified product","N/A","5570937","N/A"
"AAEL019773","Aedes aegypti LVP_AGWG","AaegL5_2:216,541,977..217,115,769(+)","unspecified product","N/A","5578262","Q17F85"
"AAEL019774","Aedes aegypti LVP_AGWG","AaegL5_3:363,798,892..363,828,717(-)","unspecified product","N/A","5566863","N/A"
"AAEL019775","Aedes aegypti LVP_AGWG","AaegL5_2:466,642,271..466,652,696(+)","unspecified product","N/A","110677227","N/A"
"AAEL019776","Aedes aegypti LVP_AGWG","AaegL5_2:31,180,976..31,398,656(-)","unspecified product","N/A","5574095","Q17IS3"
"AAEL019777","Aedes aegypti LVP_AGWG","AaegL5_2:232,100,022..232,115,940(-)","unspecified product","N/A","5574387","Q16R25,Q16R26,Q16R27"
"AAEL019778","Aedes aegypti LVP_AGWG","AaegL5_2:232,116,048..232,127,039(-)","unspecified product","N/A","110676462","Q16R25,Q16R26,Q16R27"
"AAEL019779","Aedes aegypti LVP_AGWG","AaegL5_1:172,467,487..172,839,725(-)","unspecified product","N/A","5569385","Q171P6,Q171P8"
"AAEL019780","Aedes aegypti LVP_AGWG","AaegL5_2:69,084,203..69,115,363(-)","unspecified product","N/A","5574420","N/A"
"AAEL019781","Aedes aegypti LVP_AGWG","AaegL5_1:201,639,971..201,666,309(+)","unspecified product","N/A","5567079","A0A0P6IVP5,Q178P8"
"AAEL019782","Aedes aegypti LVP_AGWG","AaegL5_2:247,128,427..247,159,272(-)","unspecified product","N/A","5571949","N/A"
"AAEL019783","Aedes aegypti LVP_AGWG","AaegL5_3:84,718,668..84,761,138(+)","unspecified product","N/A","5579176","Q17E92"
"AAEL019784","Aedes aegypti LVP_AGWG","AaegL5_3:87,825,312..88,502,190(+)","unspecified product","N/A","5566168","A0A0P6IYD0,Q16ZD4,Q17AN9"
"AAEL019785","Aedes aegypti LVP_AGWG","AaegL5_2:432,612,579..433,261,774(+)","unspecified product","N/A","5575569","Q17HJ6"
"AAEL019786","Aedes aegypti LVP_AGWG","AaegL5_1:19,371,958..19,373,186(-)","NPYLR7B [Source:UniProtKB/TrEMBL;Acc:U5N1H5]","N/A","5570400","Q16Z67,Q1DGY7,Q2QKU5,U5N1H5,U5N4G7"
"AAEL019787","Aedes aegypti LVP_AGWG","AaegL5_1:19,340,300..19,430,807(-)","CCAP receptor [Source:UniProtKB/TrEMBL;Acc:A0A411JKD0]","N/A","23687941","A0A1S4G6A4,A0A411JKD0,J9HIM9"
"AAEL019788","Aedes aegypti LVP_AGWG","AaegL5_2:170,421,984..170,736,640(-)","unspecified product","N/A","5571886","Q16W14"
"AAEL019789","Aedes aegypti LVP_AGWG","AaegL5_3:304,098,397..304,099,384(-)","40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot;Acc:Q1HRR3]","N/A","5577309,5577309","Q0IFA5,Q177G1,Q1HRR3"
"AAEL019790","Aedes aegypti LVP_AGWG","AaegL5_3:303,915,073..304,298,086(-)","unspecified product","N/A","5577310","A0A0P6J4K9,A0A1S4FPB9,Q16JZ7,Q16U83"
"AAEL019791","Aedes aegypti LVP_AGWG","AaegL5_2:365,937,159..365,942,132(-)","unspecified product","N/A","5580320","Q16KR7"
"AAEL019792","Aedes aegypti LVP_AGWG","AaegL5_2:365,937,461..365,942,122(-)","unspecified product","N/A","5580319","Q16KR6,Q16KR9"
"AAEL019793","Aedes aegypti LVP_AGWG","AaegL5_2:429,724,838..429,850,936(+)","unspecified product","N/A","5573942","N/A"
"AAEL019794","Aedes aegypti LVP_AGWG","AaegL5_3:308,489,742..308,599,964(-)","unspecified product","N/A","5575690","N/A"
"AAEL019795","Aedes aegypti LVP_AGWG","AaegL5_3:329,095,999..329,363,222(+)","unspecified product","N/A","5574775","Q0IEC2"
"AAEL019796","Aedes aegypti LVP_AGWG","AaegL5_3:133,655,150..133,687,522(-)","unspecified product","N/A","5569631","Q170W3"
"AAEL019797","Aedes aegypti LVP_AGWG","AaegL5_3:35,956,161..35,960,385(-)","unspecified product","N/A","5575400,5575400","A0A1S4G7W7,Q16P06"
"AAEL019798","Aedes aegypti LVP_AGWG","AaegL5_3:35,907,754..35,931,381(-)","unspecified product","N/A","5575401,5575401","Q16P05"
"AAEL019799","Aedes aegypti LVP_AGWG","AaegL5_3:369,471,621..369,513,706(+)","Muscle lim protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FES9]","N/A","5568444","A0A1S4FES9"
"AAEL019800","Aedes aegypti LVP_AGWG","AaegL5_2:406,165,280..406,235,619(+)","unspecified product","N/A","5568773","N/A"
"AAEL019801","Aedes aegypti LVP_AGWG","AaegL5_3:310,747,339..310,815,454(-)","unspecified product","N/A","23687966","A0A0P6ITJ3,A0A0P6JRX8,A0A1S4G6H7,J9HFE4,J9HSE6,Q16KC0,Q16KC1"
"AAEL019802","Aedes aegypti LVP_AGWG","AaegL5_3:372,329,904..372,354,932(-)","Protein RER1 [Source:UniProtKB/TrEMBL;Acc:Q16T78]","N/A","5573266,5573266","Q16T78"
"AAEL019803","Aedes aegypti LVP_AGWG","AaegL5_3:372,338,860..372,342,533(-)","unspecified product","N/A","110678449","N/A"
"AAEL019804","Aedes aegypti LVP_AGWG","AaegL5_3:123,997,830..124,107,829(+)","unspecified product","N/A","23687582","N/A"
"AAEL019805","Aedes aegypti LVP_AGWG","AaegL5_3:124,129,041..124,465,172(+)","unspecified product","N/A","5575783","N/A"
"AAEL019806","Aedes aegypti LVP_AGWG","AaegL5_3:375,666,069..375,756,938(+)","unspecified product","N/A","5574178","N/A"
"AAEL019807","Aedes aegypti LVP_AGWG","AaegL5_3:15,014,944..15,027,923(-)","unspecified product","N/A","5568064","A0A0P6IYE2,Q0IES5,Q175W4"
"AAEL019808","Aedes aegypti LVP_AGWG","AaegL5_2:346,168,758..346,424,433(+)","unspecified product","N/A","5564419","Q16Z27"
"AAEL019809","Aedes aegypti LVP_AGWG","AaegL5_1:127,228,472..127,417,122(-)","unspecified product","N/A","5567572","A0A1S4FCQ7,B6S2Q4,Q173R8,Q177E9"
"AAEL019810","Aedes aegypti LVP_AGWG","AaegL5_2:157,761,237..158,189,130(-)","unspecified product","N/A","5576177","Q16MA1"
"AAEL019811","Aedes aegypti LVP_AGWG","AaegL5_3:321,378,693..321,670,442(-)","unspecified product","N/A","5571970","Q16VS3"
"AAEL019812","Aedes aegypti LVP_AGWG","AaegL5_3:401,578,643..401,666,744(+)","unspecified product","N/A","5564138","Q17DM3"
"AAEL019813","Aedes aegypti LVP_AGWG","AaegL5_2:425,690,664..425,826,082(-)","unspecified product","N/A","5573135","N/A"
"AAEL019814","Aedes aegypti LVP_AGWG","AaegL5_3:14,368,635..14,518,653(+)","unspecified product","N/A","5570142","N/A"
"AAEL019815","Aedes aegypti LVP_AGWG","AaegL5_3:14,499,482..14,500,435(+)","unspecified product","N/A","110678075","N/A"
"AAEL019816","Aedes aegypti LVP_AGWG","AaegL5_3:389,718,385..389,720,764(+)","unspecified product","N/A","110679459","Q172W1"
"AAEL019817","Aedes aegypti LVP_AGWG","AaegL5_3:389,720,950..389,750,304(+)","unspecified product","N/A","5568958","Q172W1"
"AAEL019818","Aedes aegypti LVP_AGWG","AaegL5_2:347,306,680..347,582,441(-)","unspecified product","N/A","5575210","N/A"
"AAEL019819","Aedes aegypti LVP_AGWG","AaegL5_2:251,560,865..251,838,090(-)","unspecified product","N/A","5569512","N/A"
"AAEL019820","Aedes aegypti LVP_AGWG","AaegL5_3:376,221,841..376,977,959(-)","unspecified product","N/A","5575195","Q17PD3,Q17PD5"
"AAEL019821","Aedes aegypti LVP_AGWG","AaegL5_1:12,276,629..12,586,588(-)","unspecified product","N/A","5564251","Q0IFQ1,Q0IFQ2"
"AAEL019822","Aedes aegypti LVP_AGWG","AaegL5_3:45,579,860..45,580,261(+)","unspecified product","N/A","5575636","Q16NH9"
"AAEL019823","Aedes aegypti LVP_AGWG","AaegL5_3:45,565,086..45,580,414(+)","unspecified product","N/A","110678050,5575635","Q16NI0"
"AAEL019824","Aedes aegypti LVP_AGWG","AaegL5_3:30,109,418..30,345,338(+)","unspecified product","N/A","5577439","N/A"
"AAEL019825","Aedes aegypti LVP_AGWG","AaegL5_2:367,562,126..367,586,222(+)","unspecified product","N/A","23687579","A0A0P6IV08,J9HTX4"
"AAEL019826","Aedes aegypti LVP_AGWG","AaegL5_2:367,525,111..367,750,889(+)","unspecified product","N/A","5575182","N/A"
"AAEL019827","Aedes aegypti LVP_AGWG","AaegL5_2:300,162,686..300,311,222(-)","unspecified product","N/A","5571651","Q17KL6,Q17KL7"
"AAEL019828","Aedes aegypti LVP_AGWG","AaegL5_3:9,122,551..9,136,412(+)","unspecified product","N/A","5570211","Q16ZL4"
"AAEL019829","Aedes aegypti LVP_AGWG","AaegL5_3:9,106,432..9,122,422(+)","unspecified product","N/A","110677717","Q16ZL4"
"AAEL019830","Aedes aegypti LVP_AGWG","AaegL5_1:272,325,741..272,538,010(-)","unspecified product","N/A","5564565","N/A"
"AAEL019831","Aedes aegypti LVP_AGWG","AaegL5_1:86,261,072..86,282,836(+)","unspecified product","N/A","5576586","A0A0P6IYF6,Q17GQ0"
"AAEL019832","Aedes aegypti LVP_AGWG","AaegL5_3:217,749,940..218,333,804(-)","unspecified product","N/A","5565745","Q17BH3,Q17BH6"
